Id,Label,Colour,Tags,Title,URL,Community_Python,Degree,Betweenness,Modularity_Class_Gephi
RU2111884C1,RU2111884C1,current,similar-only,ВОДОИЗМЕЩАЮЩЕЕ СУДНО В.С.ГРИГОРЧУКА Российский патент 1998 года по МПК B63B1/04 B63B39/08,https://patenton.ru/patent/RU2111884C1,222,0.001144,7.6e-05,196
RU2111886C1,RU2111886C1,current,similar-only,ЯКОРЬ ДЛЯ МОРСКИХ СУДОВ Российский патент 1998 года по МПК B63B21/32,https://patenton.ru/patent/RU2111886C1,664,0.000127,0.0,582
RU2111896C1,RU2111896C1,current,parsed,ПОЛИФЮЗЕЛЯЖНЫЙ ГИДРОСАМОЛЕТ Российский патент 1998 года по МПК B64C35/00 B64C39/04,https://patenton.ru/patent/RU2111896C1,496,0.001017,0.00064,153
RU2112194C1,RU2112194C1,current,parsed,БАШЕННАЯ УСТАНОВКА С ВЫНЕСЕННЫМ ОРУЖИЕМ Российский патент 1998 года по МПК F41A27/00 F41H5/20,https://patenton.ru/patent/RU2112194C1,63,0.000508,0.0,25
RU2112664C1,RU2112664C1,current,similar-only,УСТРОЙСТВО ДЛЯ СЦЕПКИ ТЯГАЧА С МАШИНОЙ Российский патент 1998 года по МПК B60D1/26 B62D49/00,https://patenton.ru/patent/RU2112664C1,143,0.000254,0.0,413
RU2112670C1,RU2112670C1,current,similar-only,ВЫКЛЮЧАТЕЛЬ ЭЛЕКТРООБОРУДОВАНИЯ ТРАНСПОРТНОГО СРЕДСТВА Российский патент 1998 года по МПК B60R16/02 B60R25/04,https://patenton.ru/patent/RU2112670C1,601,0.000127,0.0,615
RU2112682C1,RU2112682C1,current,similar-only,РУЧНАЯ ХОЗЯЙСТВЕННАЯ ТЕЛЕЖКА Российский патент 1998 года по МПК B62B1/12,https://patenton.ru/patent/RU2112682C1,487,0.000127,0.0,552
RU2112691C1,RU2112691C1,current,similar-only,ТАНКЕР Российский патент 1998 года по МПК B63B35/42,https://patenton.ru/patent/RU2112691C1,163,0.000127,0.0,247
RU2112694C1,RU2112694C1,current,similar-only,ВЫСОКОМАНЕВРЕННЫЙ АВТОНОМНЫЙ НЕОБИТАЕМЫЙ ПОДВОДНЫЙ АППАРАТ Российский патент 1998 года по МПК B63G8/00 B63G8/00,https://patenton.ru/patent/RU2112694C1,234,0.000127,0.0,112
RU2112695C1,RU2112695C1,current,similar-only,МОТОРНОЕ СУДНО В.С.ГРИГОРЧУКА Российский патент 1998 года по МПК B63H21/20,https://patenton.ru/patent/RU2112695C1,222,0.001144,0.002591,196
RU2112704C1,RU2112704C1,current,similar-only,ЛЕГКИЙ ДВУХМОТОРНЫЙ МНОГОЦЕЛЕВОЙ САМОЛЕТ Российский патент 1998 года по МПК B64C39/00 B64C3/00 B64C3/32 B64C3/34,https://patenton.ru/patent/RU2112704C1,86,0.000127,0.0,288
RU2112705C1,RU2112705C1,current,similar-only,ПЕТРАПЛАН Российский патент 1998 года по МПК B64C39/04,https://patenton.ru/patent/RU2112705C1,496,0.000127,0.0,153
RU2112995C1,RU2112995C1,current,similar-only,СПОСОБ ПРЯМЫХ ПОИСКОВ ЛОКАЛЬНЫХ ОБЪЕКТОВ Российский патент 1998 года по МПК G01V3/04,https://patenton.ru/patent/RU2112995C1,68,0.000127,0.0,30
RU2113370C1,RU2113370C1,current,similar-only,ДВУХСЕКЦИОННОЕ ГУСЕНИЧНОЕ ТРАНСПОРТНОЕ СРЕДСТВО Российский патент 1998 года по МПК B62D55/00,https://patenton.ru/patent/RU2113370C1,444,0.000127,0.0,398
RU2113375C1,RU2113375C1,current,similar-only,УСТРОЙСТВО ДЛЯ ТРАНСПОРТИРОВКИ ГРУЗОВ Российский патент 1998 года по МПК B63B35/00,https://patenton.ru/patent/RU2113375C1,80,0.000127,0.0,41
RU2113376C1,RU2113376C1,current,parsed,МОРЕХОДНЫЙ ПАРОМ-ЛЕНТА Российский патент 1998 года по МПК B63B35/54 E01D15/14,https://patenton.ru/patent/RU2113376C1,66,0.000254,4.6e-05,157
RU2113544C1,RU2113544C1,current,similar-only,КОМПЛЕКСНАЯ ЗАЩИТА ОТ КОРРОЗИИ И ОБРАСТАНИЯ (ВАРИАНТЫ) Российский патент 1998 года по МПК C23F13/00,https://patenton.ru/patent/RU2113544C1,17,0.000127,0.0,178
RU2113951C1,RU2113951C1,current,similar-only,СПОСОБ СВАРКИ ПОГРУЖЕННЫМ ЭЛЕКТРОДОМ Российский патент 1998 года по МПК B23K9/16,https://patenton.ru/patent/RU2113951C1,496,0.000127,0.0,276
RU2114026C1,RU2114026C1,current,parsed,РЕАКТИВНЫЙ ДВИЖИТЕЛЬ (ВАРИАНТЫ) Российский патент 1998 года по МПК B63H11/02 B63H11/04,https://patenton.ru/patent/RU2114026C1,454,0.001017,0.000466,253
RU2114565C1,RU2114565C1,current,similar-only,СПОСОБ РЕКОНСТРУКЦИИ ВЛАГАЛИЩА У ДЕВОЧЕК С ВРОЖДЕННОЙ ДИСФУНКЦИЕЙ КОРЫ НАДПОЧЕЧНИКОВ ПРИ РАСПОЛОЖЕНИИ ПРОКСИМАЛЬНОЙ ГРАНИЦЫ УРОГЕНИТАЛЬНОГО СИНУСА НА УРОВНЕ ИЛИ ВЫШЕ НАРУЖНОГО СФИНКТЕРА УРЕТРЫ Российс,https://patenton.ru/patent/RU2114565C1,14,0.000127,0.0,26
RU2114756C1,RU2114756C1,current,similar-only,СПУСКОПОДЪЕМНОЕ УСТРОЙСТВО Российский патент 1998 года по МПК B63B27/08,https://patenton.ru/patent/RU2114756C1,620,0.000127,0.0,104
RU2114761C1,RU2114761C1,current,similar-only,ВОДОМЕТНАЯ ДВИЖИТЕЛЬНАЯ УСТАНОВКА Российский патент 1998 года по МПК B63H11/08 B63H11/103,https://patenton.ru/patent/RU2114761C1,496,0.000127,0.0,153
RU2114762C1,RU2114762C1,current,similar-only,"УСТРОЙСТВО КРЕПЛЕНИЯ ЛОПАСТИ К ВТУЛКЕ ВИНТА С МНОГОСЛОЙНОЙ КРЕПЕЖНОЙ ДЕТАЛЬЮ, ЛОПАСТЬ ВИНТА, СНАБЖЕННАЯ ТАКОЙ ДЕТАЛЬЮ, И ВИНТ С ТАКИМИ ЛОПАСТЯМИ Российский патент 1998 года по МПК B64C11/26 B64C27/46",https://patenton.ru/patent/RU2114762C1,340,0.000127,0.0,426
RU2114788C1,RU2114788C1,current,similar-only,РАДИАЛЬНЫЙ ОТСТОЙНИК ДЛЯ РАЗДЕЛЕНИЯ ИЛОВОЙ СМЕСИ Российский патент 1998 года по МПК C02F1/52 C02F11/00,https://patenton.ru/patent/RU2114788C1,64,0.000127,0.0,51
RU2114966C1,RU2114966C1,current,similar-only,ИМИТАТОР ОПТИЧЕСКОГО ПОЛЯ МАЛОЙ ПОДВОДНОЙ ЛОДКИ И СПОСОБ УСТАНОВКИ ИМИТАТОРА Российский патент 1998 года по МПК E04H15/20,https://patenton.ru/patent/RU2114966C1,107,0.000127,0.0,279
RU2115001C1,RU2115001C1,current,parsed,СПОСОБ СНИЖЕНИЯ ШУМА ВЫХЛОПА ЭНЕРГЕТИЧЕСКИХ МАШИН Российский патент 1998 года по МПК F01N3/04,https://patenton.ru/patent/RU2115001C1,65,0.000763,0.0,27
RU2115139C1,RU2115139C1,current,similar-only,УСТРОЙСТВО ОПРЕДЕЛЕНИЯ ДАЛЬНОСТИ Российский патент 1998 года по МПК G01S13/08,https://patenton.ru/patent/RU2115139C1,18,0.000127,0.0,9
RU2115378C1,RU2115378C1,current,parsed,ГИНЕКОЛОГИЧЕСКИЙ АППЛИКАТОР Российский патент 1998 года по МПК A61B17/42 A61B5/103,https://patenton.ru/patent/RU2115378C1,47,0.00089,2e-06,28
RU2115446C1,RU2115446C1,current,similar-only,УСТРОЙСТВО ДЛЯ ЛУЧЕВОЙ ТЕРАПИИ Российский патент 1998 года по МПК A61N5/01,https://patenton.ru/patent/RU2115446C1,47,0.000127,0.0,28
RU2115459C1,RU2115459C1,current,similar-only,СПОСОБ ФИЛЬТРОВАНИЯ ЖИДКОСТИ И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ Российский патент 1998 года по МПК B01D35/06,https://patenton.ru/patent/RU2115459C1,672,0.000127,0.0,569
RU2115522C1,RU2115522C1,current,similar-only,ГЕРМЕТИЧНОЕ КОРРОЗИОННОСТОЙКОЕ СОЕДИНЕНИЕ КОРПУСА СОСУДА И ТРУБОПРОВОДА ИЗ НЕСВАРИВАЮЩИХСЯ СВАРКОЙ ПЛАВЛЕНИЕМ МАТЕРИАЛОВ (ВАРИАНТЫ) Российский патент 1998 года по МПК B23K9/23 B23K101/12 F16L13/07,https://patenton.ru/patent/RU2115522C1,17,0.000127,0.0,178
RU2115585C1,RU2115585C1,current,similar-only,МОРЕХОДНЫЙ ПАРОМ-ЛЕНТА Российский патент 1998 года по МПК B63B35/54 E01D15/14,https://patenton.ru/patent/RU2115585C1,66,0.000254,1.5e-05,157
RU2115615C1,RU2115615C1,current,similar-only,ДИСТАНЦИОННО УПРАВЛЯЕМЫЙ ГИРОСТАБИЛИЗИРОВАННЫЙ КИНО-ТЕЛЕОПЕРАТОРСКИЙ КРАН Российский патент 1998 года по МПК B66C23/72 G03B17/00,https://patenton.ru/patent/RU2115615C1,302,0.000127,0.0,235
RU2115783C1,RU2115783C1,current,similar-only,СПОСОБ ПРЕДОТВРАЩЕНИЯ РАЗРУШИТЕЛЬНОГО ВОЗДЕЙСТВИЯ ГИДРОМАШИН НА ГИДРОБИОНТЫ И МАЛЬКОВ РЫБ Российский патент 1998 года по МПК E02B8/08,https://patenton.ru/patent/RU2115783C1,32,0.000127,0.0,61
RU2115911C1,RU2115911C1,current,similar-only,УСТАНОВКА ДЛЯ ИСПЫТАНИЙ ФРАГМЕНТОВ И УЗЛОВ ЛИСТОВЫХ И СТЕРЖНЕВЫХ КОНСТРУКЦИЙ НА УСТАЛОСТЬ Российский патент 1998 года по МПК G01N3/34,https://patenton.ru/patent/RU2115911C1,677,0.000127,0.0,29
RU2116085C1,RU2116085C1,current,similar-only,СПОСОБ ПРОФИЛАКТИКИ МАСТИТА Российский патент 1998 года по МПК A61K39/85 A61K39/09,https://patenton.ru/patent/RU2116085C1,67,0.000127,0.0,637
RU2116100C1,RU2116100C1,current,similar-only,ПРОВОЛОЧНАЯ ГОЛОВОЛОМКА Российский патент 1998 года по МПК A63F9/08,https://patenton.ru/patent/RU2116100C1,9,0.000127,0.0,317
RU2116101C1,RU2116101C1,current,similar-only,"УЗЕЛ ДЛЯ ФОРМИРОВАНИЯ ОБЪЕМНЫХ СООРУЖЕНИЙ, ПРЕИМУЩЕСТВЕННО ГОЛОВОЛОМОК Российский патент 1998 года по МПК A63F9/08",https://patenton.ru/patent/RU2116101C1,9,0.000127,0.0,317
RU2116217C1,RU2116217C1,current,similar-only,БРОНИРОВАННАЯ РЕМОНТНО-ЭВАКУАЦИОННАЯ СОЧЛЕНЕННАЯ МАШИНА Российский патент 1998 года по МПК B62D55/00,https://patenton.ru/patent/RU2116217C1,143,0.000254,0.0,413
RU2116221C1,RU2116221C1,current,similar-only,НАДУВНАЯ МНОГОМЕСТНАЯ ЛОДКА Российский патент 1998 года по МПК B63B7/08,https://patenton.ru/patent/RU2116221C1,234,0.000254,6e-06,247
RU2116225C1,RU2116225C1,current,similar-only,МНОГОЦЕЛЕВОЙ САМОЛЕТ-АМФИБИЯ Российский патент 1998 года по МПК B64C29/00 B64C35/00,https://patenton.ru/patent/RU2116225C1,285,0.000127,0.0,229
RU2116226C1,RU2116226C1,current,similar-only,САМОЛЕТ-АМФИБИЯ Российский патент 1998 года по МПК B64C35/00,https://patenton.ru/patent/RU2116226C1,359,0.00089,0.00192,552
RU2116505C1,RU2116505C1,current,similar-only,БАРОМЕТРИЧЕСКИЙ ДВИГАТЕЛЬ В.С.ГРИГОРЧУКА Российский патент 1998 года по МПК F03G7/00 F01B29/00 F03D9/00,https://patenton.ru/patent/RU2116505C1,222,0.000127,0.0,196
RU2116567C1,RU2116567C1,current,similar-only,МНОГОСТВОЛЬНОЕ ЭЖЕКТОРНОЕ ГОРЕЛОЧНОЕ УСТРОЙСТВО Российский патент 1998 года по МПК F23D14/04,https://patenton.ru/patent/RU2116567C1,52,0.000127,0.0,43
RU2116658C1,RU2116658C1,current,parsed,СПОСОБ ПРЯМОГО ПОИСКА ЛОКАЛЬНЫХ ОБЪЕКТОВ НА ШЕЛЬФЕ МИРОВОГО ОКЕАНА И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ В ОТКРЫТОМ МОРЕ Российский патент 1998 года по МПК G01V3/06,https://patenton.ru/patent/RU2116658C1,68,0.000635,0.0,30
RU2116841C1,RU2116841C1,current,parsed,УСТРОЙСТВО ДЛЯ РАЗДЕЛЕНИЯ СМЕСИ МАКРОЧАСТИЦ МАТЕРИАЛОВ РАЗЛИЧНОГО УДЕЛЬНОГО ВЕСА Российский патент 1998 года по МПК B04B1/00 B04B11/00,https://patenton.ru/patent/RU2116841C1,69,0.000635,0.0,31
RU2116925C1,RU2116925C1,current,similar-only,ТРАНСПОРТНОЕ СРЕДСТВО Российский патент 1998 года по МПК B62D57/00,https://patenton.ru/patent/RU2116925C1,192,0.000127,0.0,124
RU2117095C1,RU2117095C1,current,similar-only,БОНОВОЕ ЗАГРАЖДЕНИЕ И СПОСОБ ЕГО ИЗГОТОВЛЕНИЯ Российский патент 1998 года по МПК E02B15/06,https://patenton.ru/patent/RU2117095C1,538,0.000254,2.5e-05,332
RU2117154C1,RU2117154C1,current,similar-only,УСТРОЙСТВО ДЛЯ ИССЛЕДОВАНИЯ ГОРИЗОНТАЛЬНЫХ СКВАЖИН Российский патент 1998 года по МПК E21B47/00 E21B47/01,https://patenton.ru/patent/RU2117154C1,6,0.000127,0.0,16
RU2117253C1,RU2117253C1,current,similar-only,ИНТЕГРИРОВАННЫЙ КОМПЛЕКС ДЛЯ НАВИГАЦИИ И УПРАВЛЕНИЯ МОРСКИХ СУДОВ Российский патент 1998 года по МПК G01C21/18,https://patenton.ru/patent/RU2117253C1,70,0.000127,0.0,273
RU2117344C1,RU2117344C1,current,similar-only,СПОСОБ ЗАХОРОНЕНИЯ И ПЕРЕЗАХОРОНЕНИЯ РАДИОАКТИВНЫХ И ТОКСИЧНЫХ ОТХОДОВ В РАЙОНЕ АКВАТОРИИ Российский патент 1998 года по МПК G21F9/24 G21F9/36 B09B1/00,https://patenton.ru/patent/RU2117344C1,45,0.000127,0.0,32
RU2117350C1,RU2117350C1,current,similar-only,ВЫСОКОВОЛЬТНЫЙ КОНДЕНСАТОР Российский патент 1998 года по МПК H01G4/32,https://patenton.ru/patent/RU2117350C1,3,0.000127,0.0,33
RU2117790C1,RU2117790C1,current,similar-only,ДВИГАТЕЛЬ ВНУТРЕННЕГО СГОРАНИЯ Российский патент 1998 года по МПК F02B75/32 F02B41/02,https://patenton.ru/patent/RU2117790C1,413,0.000127,0.0,356
RU2117819C1,RU2117819C1,current,similar-only,СИСТЕМА ЗАЖИГАНИЯ ДЛЯ ДВС Российский патент 1998 года по МПК F02P17/00,https://patenton.ru/patent/RU2117819C1,91,0.000127,0.0,49
RU2117900C1,RU2117900C1,current,similar-only,УСТРОЙСТВО УПРАВЛЕНИЯ НАВОДКОЙ Российский патент 1998 года по МПК F41G3/00,https://patenton.ru/patent/RU2117900C1,209,0.000635,1.8e-05,272
RU2117959C1,RU2117959C1,current,similar-only,СПОСОБ И УСТРОЙСТВО ДЛЯ ИНФОРМАЦИОННОГО ОБЕСПЕЧЕНИЯ ПОИСКА И СПАСЕНИЯ ПРИ БЕДСТВИЯХ НА МОРЕ Российский патент 1998 года по МПК G01S5/22,https://patenton.ru/patent/RU2117959C1,285,0.000763,0.000399,229
RU2118258C1,RU2118258C1,current,similar-only,ЭКСТРУДЕР Российский патент 1998 года по МПК B29C47/64 B29C47/38,https://patenton.ru/patent/RU2118258C1,516,0.000127,0.0,508
RU2118469C1,RU2118469C1,current,similar-only,РОТОРНЫЙ ДВИГАТЕЛЬ ВНУТРЕННЕГО СГОРАНИЯ Российский патент 1998 года по МПК F02B53/02,https://patenton.ru/patent/RU2118469C1,72,0.000254,9e-06,55
RU2118599C1,RU2118599C1,current,similar-only,УСТРОЙСТВО ДЛЯ ШВАРТОВКИ СУДОВ ПРЕИМУЩЕСТВЕННО К МОРСКОЙ СТАЦИОНАРНОЙ ПЛАТФОРМЕ Российский патент 1998 года по МПК B63B21/00 B63B35/44,https://patenton.ru/patent/RU2118599C1,260,0.000127,0.0,162
RU2118758C1,RU2118758C1,current,similar-only,СПОСОБ КОСВЕННО-ИСПАРИТЕЛЬНОГО ОХЛАЖДЕНИЯ ВОЗДУХА В ПОМЕЩЕНИИ И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ Российский патент 1998 года по МПК F24F3/14,https://patenton.ru/patent/RU2118758C1,115,0.000127,0.0,66
RU2119030C1,RU2119030C1,current,similar-only,МНОГОЭТАЖНАЯ МЕХАНИЗИРОВАННАЯ МОНОРЕЛЬСОВАЯ АВТОСТОЯНКА-ГАРАЖ Российский патент 1998 года по МПК E04H6/12,https://patenton.ru/patent/RU2119030C1,200,0.000127,0.0,146
RU2119288C1,RU2119288C1,current,similar-only,СПОСОБ СИЛОСОВАНИЯ ВЫСОКОВЛАЖНОГО РАСТИТЕЛЬНОГО СЫРЬЯ Российский патент 1998 года по МПК A23K3/00,https://patenton.ru/patent/RU2119288C1,74,0.000127,0.0,36
RU2119652C1,RU2119652C1,current,similar-only,БАТОМЕТР Российский патент 1998 года по МПК G01N1/10,https://patenton.ru/patent/RU2119652C1,634,0.000254,0.0,603
RU2120011C1,RU2120011C1,current,similar-only,ВЫСОТНАЯ МЕХАНИЗИРОВАННАЯ АВТОСТОЯНКА И СПОСОБ ЕЕ ВОЗВЕДЕНИЯ Российский патент 1998 года по МПК E04H6/08,https://patenton.ru/patent/RU2120011C1,641,0.000127,0.0,655
RU2120012C1,RU2120012C1,current,similar-only,МНОГОЯРУСНАЯ МЕХАНИЗИРОВАННАЯ АВТОСТОЯНКА Российский патент 1998 года по МПК E04H6/18,https://patenton.ru/patent/RU2120012C1,641,0.000127,0.0,655
RU2120227C1,RU2120227C1,current,similar-only,СПОСОБ ДИАГНОСТИКИ МЕЖПРЕДСЕРДНОГО ДЕФЕКТА Российский патент 1998 года по МПК A61B5/02 A61B8/12,https://patenton.ru/patent/RU2120227C1,56,0.000127,0.0,19
RU2120555C1,RU2120555C1,current,similar-only,ДВИГАТЕЛЬ ОЛЬШЕВСКОГО Российский патент 1998 года по МПК F02B25/10,https://patenton.ru/patent/RU2120555C1,252,0.000127,0.0,343
RU2120556C1,RU2120556C1,current,similar-only,АВТОНОМНАЯ СИСТЕМА ПИТАНИЯ ГАЗООБРАЗНЫМ ТОПЛИВОМ ДВИГАТЕЛЯ ВНУТРЕННЕГО СГОРАНИЯ И УСТРОЙСТВО ДЛЯ НАДДУВА ДВИГАТЕЛЯ ЭТОЙ СИСТЕМЫ Российский патент 1998 года по МПК F02B43/00 F02B37/00,https://patenton.ru/patent/RU2120556C1,78,0.000127,0.0,38
RU2120879C1,RU2120879C1,current,similar-only,МОТОРНОЕ ЗВЕНО Российский патент 1998 года по МПК B63B35/36 B63B35/54 E01D15/14,https://patenton.ru/patent/RU2120879C1,114,0.000127,0.0,413
RU2120881C1,RU2120881C1,current,similar-only,БУКСИРНО-МОТОРНЫЙ КАТЕР Российский патент 1998 года по МПК B63B35/66 B63H23/06,https://patenton.ru/patent/RU2120881C1,114,0.000635,8.3e-05,413
RU2121390C1,RU2121390C1,current,similar-only,УСТАНОВКА ДЛЯ ПОЖАРОТУШЕНИЯ Российский патент 1998 года по МПК A62C31/02,https://patenton.ru/patent/RU2121390C1,625,0.000127,0.0,559
RU2121494C1,RU2121494C1,current,similar-only,ТОПЛИВНАЯ КОМПОЗИЦИЯ Российский патент 1998 года по МПК C10L1/18 C10L1/22,https://patenton.ru/patent/RU2121494C1,293,0.000127,0.0,367
RU2121937C1,RU2121937C1,current,similar-only,СПОСОБ БУКСИРОВАНИЯ ТАНКОВ И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ Российский патент 1998 года по МПК B62D53/04 B60P3/12 F41H7/00,https://patenton.ru/patent/RU2121937C1,143,0.000127,0.0,413
RU2121943C1,RU2121943C1,current,similar-only,МЯГКОЕ ГАЗОНАПОЛНЯЕМОЕ КРЫЛО Российский патент 1998 года по МПК B64C31/02,https://patenton.ru/patent/RU2121943C1,135,0.000127,0.0,83
RU2122128C1,RU2122128C1,current,parsed,ДВИГАТЕЛЬ ВНУТРЕННЕГО СГОРАНИЯ С ДВУХФАЗНЫМ РАБОЧИМ ХОДОМ Российский патент 1998 года по МПК F02B33/22,https://patenton.ru/patent/RU2122128C1,252,0.001017,4e-06,343
RU2122155C1,RU2122155C1,current,similar-only,КОМПЛЕКС ДЛЯ ПЕРЕРАБОТКИ ТВЕРДЫХ БЫТОВЫХ И ПРОМЫШЛЕННЫХ ОТХОДОВ Российский патент 1998 года по МПК F23G5/00,https://patenton.ru/patent/RU2122155C1,98,0.000127,0.0,52
RU2122170C1,RU2122170C1,current,similar-only,СИСТЕМА АВТОМАТИЧЕСКОГО БЕЗГИЛЬЗОВОГО ОРУЖИЯ Российский патент 1998 года по МПК F41A9/28 F41A5/00 F41C3/14,https://patenton.ru/patent/RU2122170C1,223,0.000127,0.0,401
RU2122230C1,RU2122230C1,current,similar-only,УСТРОЙСТВО ДЛЯ КОНТРОЛЯ ПОСТРОИТЕЛЯ КУРСОВЕРТИКАЛИ И ДАТЧИКОВ УГЛОВЫХ СКОРОСТЕЙ Российский патент 1998 года по МПК G05B23/02,https://patenton.ru/patent/RU2122230C1,232,0.000127,0.0,165
RU2122434C1,RU2122434C1,current,similar-only,"ДЕЗИНФИЦИРУЮЩАЯ КОМПОЗИЦИЯ, ИСПОЛЬЗУЕМАЯ ДЛЯ ДЕЗИНФИЦИРОВАНИЯ МЕДИЦИНСКОГО ОБОРУДОВАНИЯ, ИМЕЮЩЕГО МЕТАЛЛИЧЕСКИЕ ЧАСТИ Российский патент 1998 года по МПК A61L2/16 A61L2/18",https://patenton.ru/patent/RU2122434C1,50,0.000127,0.0,39
RU2122492C1,RU2122492C1,current,similar-only,УНИВЕРСАЛЬНЫЙ ДЕРЕВООБРАБАТЫВАЮЩИЙ СТАНОК Российский патент 1998 года по МПК B27C9/00,https://patenton.ru/patent/RU2122492C1,259,0.000127,0.0,191
RU2122788C1,RU2122788C1,current,similar-only,ТРАЛ ДЛЯ ЛОВА РЫБЫ Российский патент 1998 года по МПК A01K73/02,https://patenton.ru/patent/RU2122788C1,178,0.000127,0.0,205
RU2123122C1,RU2123122C1,current,similar-only,ДВИГАТЕЛЬ ВНУТРЕННЕГО СГОРАНИЯ Российский патент 1998 года по МПК F02B53/08 F01C9/00,https://patenton.ru/patent/RU2123122C1,72,0.000254,1e-05,55
RU2123217C1,RU2123217C1,current,similar-only,ГАЗОРАЗРЯДНЫЙ ПРИБОР ИЗЛУЧЕНИЯ Российский патент 1998 года по МПК H01J61/54 H01J61/56 H05B41/22,https://patenton.ru/patent/RU2123217C1,692,0.000127,0.0,688
RU2123370C1,RU2123370C1,current,similar-only,НАСТОЛЬНАЯ ИГРА (ВАРИАНТЫ) Российский патент 1998 года по МПК A63F3/00,https://patenton.ru/patent/RU2123370C1,381,0.000127,0.0,309
RU2123371C1,RU2123371C1,current,parsed,СПОСОБ ИГРЫ В ВОЕННЫЕ ШАХМАТЫ И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ Российский патент 1998 года по МПК A63F3/02,https://patenton.ru/patent/RU2123371C1,381,0.000635,1e-06,309
RU2123441C1,RU2123441C1,current,similar-only,СИСТЕМА ЗАЩИТЫ ОТ НЕСАНКЦИОНИРОВАННОГО ДОСТУПА ДЛЯ ТРАНСПОРТНЫХ СРЕДСТВ Российский патент 1998 года по МПК B60R25/00,https://patenton.ru/patent/RU2123441C1,26,0.000127,0.0,17
RU2123784C1,RU2123784C1,current,similar-only,СЕТНОЕ КАСКАДНОЕ УСТРОЙСТВО ДЛЯ ПРОМЫСЛА ПОВЕРХНОСТНЫХ ОБЪЕКТОВ ЛОВА Российский патент 1998 года по МПК A01K69/10,https://patenton.ru/patent/RU2123784C1,148,0.000127,0.0,649
RU2124107C1,RU2124107C1,current,similar-only,ПОГРУЖНОЙ ПНЕВМОУДАРНИК Российский патент 1998 года по МПК E21B4/14 E21C3/24,https://patenton.ru/patent/RU2124107C1,65,0.000127,0.0,27
RU2124256C1,RU2124256C1,current,similar-only,АГРЕГАТ ДЛЯ УКЛАДКИ ОПТОВОЛОКОННОГО КАБЕЛЯ НА ПРОВОД ВОЗДУШНОЙ ЛИНИИ ЭЛЕКТРОПЕРЕДАЧ Российский патент 1998 года по МПК H02G1/02 H02G1/04 H02G7/00,https://patenton.ru/patent/RU2124256C1,496,0.000127,0.0,276
RU2124448C1,RU2124448C1,current,parsed,МНОГОПОЗИЦИОННОЕ ПЕРЕКЛЮЧАЮЩЕЕ УСТРОЙСТВО Российский патент 1999 года по МПК B60Q1/40 H01H21/00,https://patenton.ru/patent/RU2124448C1,126,0.000635,2e-06,118
RU2124449C1,RU2124449C1,current,similar-only,ДВИЖИТЕЛЬ ТРАНСПОРТНОГО СРЕДСТВА Российский патент 1999 года по МПК B62D57/02,https://patenton.ru/patent/RU2124449C1,71,0.000127,0.0,116
RU2124452C1,RU2124452C1,current,similar-only,КОМПЛЕКС ДЛЯ ТРАНСПОРТИРОВКИ ГРУЗОВ В ЛЕДОВОЙ И ВОДНОЙ СРЕДЕ Российский патент 1999 года по МПК B63B21/66 B63B35/68,https://patenton.ru/patent/RU2124452C1,80,0.000127,0.0,41
RU2124456C1,RU2124456C1,current,similar-only,СИСТЕМА ОТВОДА ВЫХЛОПНЫХ ГАЗОВ ДВИГАТЕЛЯ ВНУТРЕННЕГО СГОРАНИЯ И УСТРОЙСТВО ДЛЯ ЖИДКОСТНОГО ОХЛАЖДЕНИЯ И ОЧИСТКИ ГАЗОВ Российский патент 1999 года по МПК B63G8/12 B63H21/32 F28D3/00,https://patenton.ru/patent/RU2124456C1,234,0.000127,0.0,247
RU2124753C1,RU2124753C1,current,similar-only,СПОСОБ ПРОВЕДЕНИЯ ИНТЕРАКТИВНОГО КОНКУРСА ДЛЯ УДАЛЕННЫХ ПОЛЬЗОВАТЕЛЕЙ Российский патент 1999 года по МПК G06F19/00 G06F161/00,https://patenton.ru/patent/RU2124753C1,128,0.000127,0.0,74
RU2124777C1,RU2124777C1,current,similar-only,ЭЛЕКТРОПЕРЕКЛЮЧАТЕЛЬ Российский патент 1999 года по МПК H01H21/00,https://patenton.ru/patent/RU2124777C1,126,0.000763,1e-06,118
RU2124992C1,RU2124992C1,current,similar-only,ПРОТИВОУГОННОЕ УСТРОЙСТВО ТРАНСПОРТНОГО СРЕДСТВА Российский патент 1999 года по МПК B60R25/04,https://patenton.ru/patent/RU2124992C1,186,0.000127,0.0,399
RU2125112C1,RU2125112C1,current,similar-only,СПОСОБ ПРОИЗВОДСТВА ФЕРРОСПЛАВА Российский патент 1999 года по МПК C22C33/04,https://patenton.ru/patent/RU2125112C1,58,0.000127,0.0,47
RU2125326C1,RU2125326C1,current,similar-only,СТАБИЛИЗИРОВАННАЯ ЗЕРКАЛЬНАЯ АНТЕННА СУДОВОЙ РЛС Российский патент 1999 года по МПК H01Q1/34,https://patenton.ru/patent/RU2125326C1,10,0.000127,0.0,64
